Member Number,Current Plan Start Date,Current Plan End Date
10235489,20120701,20120701
10235586,20120215,20130215
10344626,20110909,20121209
10344637,20110915,20121215
10323606,20111213,20130112
10195955,20110820,20120820
10195980,20100921,20110921
10196048,20100930,20111230
10392069,20110228,20110701
10354554,20130102,20130107
10102880,20111103,20120302
10349174,20111224,20130323
10349174,20111224,20130323
10349230,20150426,20160825
10349230,20150426,20160825
10386195,20121105,20130104
10768513,20131201,20141201
10768513,20131201,20141201
10218316,20111031,20120229
10369545,20120212,20130211
10323489,20150312,20160711
10323489,20150312,20160711
10323489,20150312,20160711
10393530,20120222,20120321
10377519,20120801,20121001
10377779,20111009,20120209
10314441,20110627,20120727
10053015,20110403,20111003
10199136,20100614,20110615
10199490,20101005,20120205
10323633,20110121,20120121
10323632,20110121,20120421
10656128,20130125,20140128
10369494,20101231,20120131
10369493,20101231,20120131
10375230,20100611,20110611
10375246,20100617,20110701
10359835,20140101,20140101
10086229,20071031,20081101
10375124,20120102,20120701
10375237,20100614,20111031
10375085,20140501,20140501
10705145,20131001,20141001
10875786,20140928,20151027
10322112,20120820,20121019
10323535,20100928,20111228
10323536,20100928,20111228
10204593,20120701,20120701
10314452,20110630,20120730
10204414,20100912,20111212
10359235,20150401,20150401
10832617,20150609,20160808
10359382,20110503,20110903
10376313,20110227,20110701
10735495,20130820,20131219
10374839,20091230,20110701
10374860,20120113,20130612
10374860,20120113,20130612
10091151,20100630,20110701
10377833,20111015,20120215
10374722,20111101,20130201
10374722,20111101,20130201
10221132,20120214,20130215
10370081,20110520,20110920
10370185,20120409,20120808
10370185,20120409,20120808
10370184,20110607,20111007
10888721,20141031,20151101
10196321,20111020,20130120
10196321,20111020,20130120
10196321,20111020,20130120
10651896,20130514,20130615
10196168,20100924,20110924
10196271,20111008,20130108
10196271,20111008,20130108
10212897,20141204,20160203
10212897,20141204,20160203
10212897,20141204,20160203
10591479,20120828,20121227
10216974,20110110,20120210
10320894,20120930,20130101
10197205,20110518,20120101
10197404,20110705,20111105
10464380,20120505,20120904
10464360,20120105,20120504
10464323,20120505,20130515
10811306,20150406,20160605
10371094,20121123,20131222
10371094,20121123,20131222
10358561,20121213,20140112
10358662,20120101,20130101
10587650,20121114,20131213
10587650,20121114,20131213
10587650,20121114,20131213
10477275,20120121,20130901
10359030,20150302,20160601
10359030,20150302,20160601
10359030,20150302,20160601
10359092,20121101,20121101
10761707,20131024,20150223
10215301,20120125,20130724
10680283,20150608,20160707
10680283,20150608,20160707
10313081,20120628,20130627
10215657,20120502,20130601
10215657,20120502,20130601
10201908,20130320,20130619
10202399,20110430,20120730
10202584,20100630,20110701
10586056,20140609,20141008
10586056,20140609,20141008
10586056,20140609,20141008
10586056,20140609,20141008
10586056,20140609,20141008
10586056,20140609,20141008
10782252,20150122,20150521
10782252,20150122,20150521
10782252,20150122,20150521
10782252,20150122,20150521
10782252,20150122,20150521
10782252,20150122,20150521
10782252,20150122,20150521
10782252,20150122,20150521
10350139,20140624,20151023
10350139,20140624,20151023
10350139,20140624,20151023
10344429,20130101,20130101
10369778,20110703,20111103
10091132,20100630,20110701
10339564,20130501,20130501
10339702,20110125,20111025
10449618,20111130,20121201
10194945,20140328,20150427
10194945,20140328,20150427
10205017,20100621,20110701
10544129,20140901,20140901
10544131,20140901,20140901
10339784,20110203,20111103
10340383,20110913,20120113
10344054,20131201,20131201
10340619,20120225,20120624
10340619,20120225,20120624
10443525,20121223,20140122
10296020,20100416,20110701
10296018,20100416,20110701
10296019,20100416,20110701
10330473,20130416,20140422
10358919,20100630,20110701
10130580,20120703,20120802
10130580,20120703,20120802
10369041,20110801,20120801
10368890,20120803,20130902
10368890,20120803,20130902
10368925,20100616,20110701
10218727,20120204,20130803
10310209,20110129,20120229
10310398,20110228,20110930
10310722,20110425,20110825
10890432,20141105,20150304
10890432,20141105,20150304
10197854,20110928,20130228
10052793,20100624,20110701
10375251,20100621,20110701
10357932,20150401,20150401
10375280,20100630,20110831
10375254,20150923,20150928
10375255,20100620,20110620
10350723,20110908,20120108
10376317,20110228,20110831
10376337,20110228,20111031
10359808,20111102,20121202
10358725,20130415,20140414
10358821,20120625,20130724
10350322,20151230,20170228
10350322,20151230,20170228
10350322,20151230,20170228
10350322,20151230,20170228
10603477,20150501,20150501
10351146,20100905,20120405
10148531,20100930,20111130
10511460,20120307,20130315
10312004,20111111,20120311
10343657,20120424,20130423
10343535,20141001,20141001
10344228,20130122,20140721
10060603,20110914,20120214
10339486,20110201,20120101
10339487,20110201,20111101
10329596,20151211,20170310
10329596,20151211,20170310
10329596,20151211,20170310
10329680,20120104,20130115
10358043,20130101,20130201
10221418,20110726,20121026
10370749,20111008,20120208
10370235,20120722,20130821
10368694,20110312,20120612
10340177,20110705,20111105
10553813,20120531,20120929
10368483,20111105,20121105
10309269,20100627,20110701
10335900,20120629,20121028
10060386,20110627,20111027
10200352,20110503,20110903
10654876,20130201,20140131
10358911,20100623,20110701
10358994,20150222,20160321
10662185,20130207,20140306
10376128,20110121,20120221
10359763,20111017,20121117
10349946,20110306,20120906
10826319,20140421,20150720
10351102,20110201,20120901
10349500,20140303,20150702
10349500,20140303,20150702
10349500,20140303,20150702
10349500,20140303,20150702
10349500,20140303,20150702
10350102,20100731,20110831
10359726,20120228,20130301
10350051,20121212,20121215
10214090,20110204,20120504
10218042,20110917,20121017
10350227,20101008,20111130
10340551,20120208,20120607
10340551,20120208,20120607
10336771,20130127,20140226
10336771,20130127,20140226
10336771,20130127,20140226
10599929,20130131,20130630
10599929,20130131,20130630
10599929,20130131,20130630
10760203,20131021,20140220
10680721,20130409,20140415
10375521,20110502,20110902
10939733,20150413,20160413
10374570,20121006,20130605
10374570,20121006,20130605
10374570,20121006,20130605
10369967,20120521,20130520
10344513,20120801,20120801
10344563,20110818,20120818
10091587,20101010,20120131
10344800,20130131,20140130
10564480,20120625,20130724
10564480,20120625,20130724
10904982,20151001,20161001
10339917,20111205,20121215
10359143,20130601,20130601
10359145,20121201,20121201
10358044,20150601,20150601
10359338,20110413,20120513
10358482,20110429,20120729
10329726,20120529,20130628
10930126,20150313,20150712
10349965,20120702,20140201
10349965,20120702,20140201
10349965,20120702,20140201
10340691,20111114,20120314
10368563,20120714,20131013
10368563,20120714,20131013
10368564,20120714,20131013
10368564,20120714,20131013
10351204,20130408,20140507
10349201,20150628,20160827
10349201,20150628,20160827
10217447,20120416,20130415
10339362,20110117,20111017
10339470,20110201,20111101
10340056,20110525,20110925
10340500,20120204,20120603
10340163,20110704,20111104
10340202,20110718,20111118
10340622,20111024,20120224
10359518,20121201,20121201
10053042,20101013,20111013
10359589,20121201,20121201
10359603,20110822,20120922
10359702,20110927,20121027
10359711,20110928,20121028
10329849,20110818,20121118
10351173,20150723,20161122
10052987,20110328,20111028
10052990,20100928,20110928
10369739,20110221,20110701
10893256,20141116,20150317
10110320,20150422,20160621
10110320,20150422,20160621
10110320,20150422,20160621
10110320,20150422,20160621
10350264,20101026,20111026
10343652,20150401,20150401
10089927,20150330,20150729
10089927,20150330,20150729
10089927,20150330,20150729
10089927,20150330,20150729
10089927,20150330,20150729
10089927,20150330,20150729
10089927,20150330,20150729
10089927,20150330,20150729
10196789,20110205,20120305
10707558,20130717,20140716
10349869,20110102,20120402
10349872,20101130,20120228
10349252,20100702,20111002
10743765,20130910,20131009
10216629,20120101,20130101
10216634,20130701,20140701
10368010,20130615,20130814
10368010,20130615,20130814
10368010,20130615,20130814
10368011,20130616,20130815
10368011,20130616,20130815
10368011,20130616,20130815
10344629,20110917,20120917
10344448,20130620,20140719
10344448,20130620,20140719
10339595,20130227,20140326
10340319,20110822,20111222
10309506,20110909,20121209
10309506,20110909,20121209
10329529,20110823,20120823
10329594,20110611,20120611
10329600,20110129,20120429
10329604,20110228,20120528
10311698,20120604,20121003
10311700,20111003,20120203
10457179,20120806,20121206
10496193,20120215,20130215
10486783,20120131,20130201
10350810,20111018,20120218
10358848,20111130,20121201
10351028,20120410,20130509
10351028,20120410,20130509
10075768,20141218,20160617
10075768,20141218,20160617
10679360,20150701,20150701
10349912,20130216,20130615
10349912,20130216,20130615
10349912,20130216,20130615
10350250,20101019,20111019
10339863,20110225,20110930
10340283,20120601,20120901
10340716,20111116,20120316
10339712,20110126,20111026
10695150,20130602,20140701
10695150,20130602,20140701
10695150,20130602,20140701
10851954,20150813,20160912
10456035,20111219,20120418
10351062,20130303,20131102
10351062,20130303,20131102
10350425,20110221,20110701
10350292,20101109,20111209
10351234,20150304,20160703
10351234,20150304,20160703
10343843,20120620,20130625
10904177,20160205,20170208
10904177,20160205,20170208
10904177,20160205,20170208
10345894,20141101,20141101
10344552,20140915,20151014
10344552,20140915,20151014
10309866,20110620,20111031
10541703,20120504,20120703
10541703,20120504,20120703
10311704,20111010,20120210
10314004,20101028,20111028
10159440,20101113,20111115
10359757,20111013,20121113
10358710,20110101,20120401
10358751,20110128,20120428
10358751,20110128,20120428
10359449,20121201,20121201
10563439,20150120,20160419
10563439,20150120,20160419
10563439,20150120,20160419
10350555,20110603,20120703
10349335,20141122,20151221
10349335,20141122,20151221
10795939,20141201,20141201
10349356,20110904,20121204
10349394,20120119,20130418
10908082,20150113,20150215
10343305,20060513,20060815
10339681,20110124,20111024
10339847,20110221,20110701
10329428,20120217,20130216
10765147,20131101,20141101
10765147,20131101,20141101
10580739,20120730,20130730
10644572,20121227,20130426
10644572,20121227,20130426
10359029,20111001,20130101
10359368,20110426,20120501
10359243,20121201,20121201
10076473,20130205,20140304
10076473,20130205,20140304
10076473,20130205,20140304
10323323,20110120,20120420
10324569,20110525,20110925
10324670,20110623,20111023
10324993,20150217,20160316
10324993,20150217,20160316
10324993,20150217,20160316
10324993,20150217,20160316
10358249,20150401,20150401
10358252,20130101,20130201
10358364,20080616,20090701
10359497,20110704,20120804
10349820,20110911,20120911
10349820,20110911,20120911
10349820,20110911,20120911
10351263,20150608,20160907
10323168,20110701,20120701
10323275,20130201,20140228
10345501,20120229,20130301
10344112,20120809,20130815
10349935,20120525,20130624
10349935,20120525,20130624
10148576,20101005,20111005
10313849,20110929,20130129
10880069,20150407,20151006
10880069,20150407,20151006
10791114,20140119,20140718
10891649,20141110,20151209
10313699,20110225,20120225
10313718,20120619,20130718
10330468,20110409,20120409
10330468,20110409,20120409
10310907,20110528,20110928
10310313,20110214,20110615
10286935,20111017,20120217
10132027,20100910,20111231
10351143,20120401,20130430
10339598,20110114,20111014
10339667,20110121,20111021
10343239,20120110,20130115
10709407,20130724,20140723
10330448,20100930,20111001
10546177,20120515,20130614
10546177,20120515,20130614
10060557,20120701,20120901
10091144,20100630,20110701
10091143,20100630,20120201
10345025,20140801,20140801
10349429,20150610,20160709
10349429,20150610,20160709
10349434,20150601,20150601
10779734,20160220,20170419
10350059,20100630,20110701
10350072,20100716,20110916
10349524,20120104,20130503
10349524,20120104,20130503
10323803,20110605,20120705
10323817,20100624,20110701
10323825,20100630,20110701
10636093,20121125,20131224
10760153,20150404,20161003
10782331,20140102,20150201
10782331,20140102,20150201
10324034,20120301,20120630
10311339,20111215,20120414
10311339,20111215,20120414
10358735,20120130,20130201
10358855,20121201,20121201
10358858,20131101,20141101
10349175,20101228,20120328
10053009,20100930,20110930
10351255,20110705,20121205
10824077,20150511,20161010
10351308,20121108,20140107
10351308,20121108,20140107
10823517,20140409,20970714
10344962,20111231,20130101
10885521,20141022,20150221
10343337,20120319,20130418
10340759,20110714,20120715
10344316,20110318,20120318
10313897,20110829,20121129
10313918,20131118,20131209
10310908,20110528,20110928
10340577,20111013,20120213
10308917,20110128,20120428
10308917,20110128,20120428
10060602,20110907,20120107
10544837,20120511,20130515
10623885,20121026,20131125
10954046,20150601,20160930
10351252,20150602,20161001
10349628,20110225,20120525
10301088,20101025,20111025
10301537,20110314,20120315
10324013,20101016,20111016
10323524,20150713,20160912
10323524,20150713,20160912
10323525,20111213,20130312
10707559,20130717,20140716
10515750,20120315,20120714
10678283,20130401,20130731
10640499,20130213,20130215
10690216,20130513,20130613
10323832,20100630,20110701
10323618,20150728,20160927
10826841,20140501,20140831
10796859,20160118,20170118
10359547,20110726,20120826
10359569,20130501,20130501
10530346,20120412,20120811
10358436,20101114,20120214
10324145,20101223,20120123
10324061,20101102,20111102
10625879,20121029,20131029
10052798,20100626,20110701
10052949,20100916,20110916
10344567,20100831,20110831
10344586,20141101,20141101
10344439,20120916,20130915
10311010,20110614,20111014
10311724,20111006,20120206
10313759,20100430,20110701
10313204,20130115,20130414
10340119,20120319,20120818
10310349,20110222,20110701
10311286,20110803,20111203
10309246,20100609,20110909
10309268,20100622,20110701
10309278,20100629,20110701
10310297,20110215,20110815
10762179,20131025,20141031
10349287,20150524,20160723
10349287,20150524,20160723
10344418,20140401,20140401
10344436,20110612,20121112
10323191,20131205,20141209
10323191,20131205,20141209
10877369,20140930,20151001
10877369,20140930,20151001
10540404,20140113,20150113
10301354,20120301,20130331
10301354,20120301,20130331
10600029,20120910,20131009
10600029,20120910,20131009
10600029,20120910,20131009
10581524,20120731,20121129
10323175,20111002,20130102
10323175,20111002,20130102
10323174,20120926,20121225
10324734,20110715,20111115
10687515,20130502,20140506
10325059,20111130,20121230
10325019,20111025,20120225
10325020,20111025,20120225
10301518,20110228,20110701
10787888,20140114,20140515
10086984,20120214,20140215
10694004,20140613,20150615
10085373,20121208,20140107
10085373,20121208,20140107
10887680,20151230,20170329
10085376,20150212,20160311
10085376,20150212,20160311
10089227,20101206,20120306
10089228,20101206,20120306
10089228,20101206,20120306
10301030,20120201,20130201
10323773,20110519,20120519
10323811,20120316,20120615
10323811,20120316,20120615
10323812,20110615,20120615
10323833,20130612,20140615
10323834,20130612,20140615
10323856,20110825,20121125
10323856,20110825,20121125
10323902,20100827,20110827
10323913,20100831,20110831
10323959,20110929,20121229
10323959,20110929,20121229
10310295,20110211,20110615
10310321,20110216,20110701
10314254,20120501,20130531
10696216,20131118,20140704
10309271,20100623,20110701
10309285,20100630,20110701
10309286,20100630,20110701
10308956,20100902,20110902
10310397,20110228,20110701
10310950,20110602,20111002
10591332,20130701,20130901
10314547,20120701,20121001
10309686,20101011,20111011
10052959,20100919,20110919
10052957,20100918,20110918
10308207,20140813,20151112
10308207,20140813,20151112
10295521,20140108,20150207
10295521,20140108,20150207
10295521,20140108,20150207
10295521,20140108,20150207
10618322,20121012,20131015
10309778,20101030,20111030
10311745,20111010,20121110
10822380,20150507,20160706
10822380,20150507,20160706
10967716,20150724,20151123
10648638,20130107,20130506
10549466,20121130,20130801
10606335,20120923,20131022
10296208,20100828,20110828
10293306,20100622,20120201
10293326,20100630,20110701
10551954,20120528,20120627
10309297,20100630,20110701
10184440,20110820,20120920
10461617,20131101,20131101
10461693,20131101,20131101
10311378,20110822,20111222
10314200,20110228,20110831
10308570,20150929,20161128
10172004,20150105,20160604
10172015,20131128,20141227
10172015,20131128,20141227
10172015,20131128,20141227
10324212,20110516,20110916
10323917,20100904,20110904
10324023,20150223,20160422
10324023,20150223,20160422
10087694,20100908,20110908
10581027,20150404,20160406
10163002,20110208,20120215
10736150,20130821,20131220
10298598,20100630,20110701
10300612,20140901,20140901
10300662,20111229,20130101
10340616,20111022,20120222
10293246,20100416,20110701
10294689,20150908,20161007
10294689,20150908,20161007
10294689,20150908,20161007
10294689,20150908,20161007
10294509,20111010,20120210
10296501,20101203,20120103
10296307,20120101,20120430
10296307,20120101,20120430
10295967,20110324,20120824
10673675,20130715,20141114
10673675,20130715,20141114
10060362,20110620,20111020
10981432,20150902,20160101
10294680,20140728,20151127
10182606,20120711,20121210
10199060,20120503,20130502
10199060,20120503,20130502
10310365,20110225,20110831
10340017,20110504,20110904
10086202,20131003,20141202
10086202,20131003,20141202
10086202,20131003,20141202
10086202,20131003,20141202
10325341,20131207,20150206
10325341,20131207,20150206
10300815,20100630,20110701
10323596,20101124,20120224
10325286,20150912,20161011
10325286,20150912,20161011
10324440,20111209,20120408
10324450,20110811,20111211
10412120,20140612,20150911
10412120,20140612,20150911
10412120,20140612,20150911
10324112,20151027,20161126
10324112,20151027,20161126
10324112,20151027,20161126
10324112,20151027,20161126
10285592,20100620,20110701
10286869,20111006,20120206
10172335,20130522,20130921
10172335,20130522,20130921
10172335,20130522,20130921
10172335,20130522,20130921
10172335,20130522,20130921
10172370,20110329,20110929
10864434,20140828,20141001
10864434,20140828,20141001
10864434,20140828,20141001
10301540,20120101,20130101
10143112,20130121,20130218
10143112,20130121,20130218
10298595,20100614,20110615
10298603,20100617,20110701
10490717,20120206,20120615
10350813,20120221,20120620
10350813,20120221,20120620
10702274,20130628,20131027
10294487,20120914,20121013
10294490,20111006,20120206
10480939,20120125,20130224
10540521,20120501,20130531
10540521,20120501,20130531
10540521,20120501,20130531
10313196,20100615,20110915
10622090,20131119,20140225
10309612,20100930,20110930
10309275,20100624,20110701
10309277,20120212,20130215
10309284,20111115,20121115
10308435,20121116,20131215
10309556,20110524,20110924
10309245,20100613,20110615
10310331,20110218,20110701
10310335,20110219,20110701
10311400,20110829,20111229
10308327,20150603,20151004
10308327,20150603,20151004
10325012,20120222,20120721
10325012,20120222,20120721
10738887,20130831,20140101
10738887,20130831,20140101
10738887,20130831,20140101
10738887,20130831,20140101
10300905,20110824,20121124
10300906,20110813,20121113
10300846,20110808,20120808
10300237,20130413,20140512
10300237,20130413,20140512
10300237,20130413,20140512
10296668,20110217,20110701
10296669,20110216,20110701
10540896,20130602,20140701
10540896,20130602,20140701
10847070,20140626,20150825
10847074,20140626,20150825
10847074,20140626,20150825
10847074,20140626,20150825
10847074,20140626,20150825
10298742,20120905,20121204
10298742,20120905,20121204
10299356,20110429,20110829
10741200,20130903,20141102
10314806,20160106,20170305
10295046,20150422,20160721
10295046,20150422,20160721
10295046,20150422,20160721
10295046,20150422,20160721
10295056,20140524,20150623
10295013,20160206,20170305
10296423,20101028,20111028
10296424,20101028,20111028
10325008,20120228,20120627
10324942,20110929,20120129
10540917,20120502,20130601
10323213,20121210,20140109
10323823,20100629,20110701
10183400,20110601,20120901
10170670,20140108,20150207
10170670,20140108,20150207
10170670,20140108,20150207
10170670,20140108,20150207
10654005,20130119,20140218
10159581,20121001,20121001
10159752,20121001,20121001
10159760,20121001,20121001
10299764,20111027,20120227
10300460,20111203,20130402
10297102,20110727,20120127
10298602,20100630,20110701
10298285,20100818,20120418
10295977,20110303,20120303
10319978,20130206,20140305
10806838,20140225,20140624
10771595,20131121,20141220
10173005,20110212,20120312
10173144,20111231,20130101
10285755,20100922,20110922
10340504,20111003,20121103
10298734,20100831,20110831
10298609,20100622,20110701
10648559,20140207,20150306
10648559,20140207,20150306
10298720,20121125,20131224
10298720,20121125,20131224
10299451,20110610,20111010
10293314,20100622,20110701
10294608,20111101,20120301
10658510,20130130,20140227
10658510,20130130,20140227
10296027,20100419,20110901
10838741,20140924,20151029
10293209,20120529,20130628
10324639,20110615,20111015
10575287,20120717,20130816
10300625,20120514,20130813
10300625,20120514,20130813
10444801,20111125,20111222
10444801,20111125,20111222
10324915,20110918,20121018
10286336,20120601,20120601
10182170,20110930,20120130
10168656,20110701,20121001
10168729,20100615,20110615
10168748,20100630,20110701
10309257,20100614,20110615
10159782,20141201,20141201
10160057,20120312,20121215
10139339,20101231,20121031
10140933,20111106,20121115
10906907,20150110,20150509
10148478,20100927,20111127
10148494,20100928,20111231
10148555,20101002,20111002
10148568,20101004,20111004
10148579,20101005,20111005
10148591,20101007,20111007
10744313,20140412,20141011
10744313,20140412,20141011
10751467,20131001,20140331
10148627,20101016,20111016
10148645,20101020,20111020
10296978,20131021,20141120
10296978,20131021,20141120
10052453,20091210,20110615
10298611,20100625,20110701
10299384,20110511,20120515
10299321,20110615,20120615
10295526,20110416,20120716
10295628,20101203,20120303
10296672,20110217,20110701
10497646,20120217,20130301
10497646,20120217,20130301
10736644,20151022,20161221
10736644,20151022,20161221
10736644,20151022,20161221
10736644,20151022,20161221
10184690,20111114,20120314
10171110,20100416,20120216
10171112,20131202,20150101
10171112,20131202,20150101
10180468,20131029,20141101
10180483,20100623,20110701
10180488,20131015,20141015
10456271,20131101,20131101
10171246,20150204,20160403
10171246,20150204,20160403
10171258,20100625,20110701
10171346,20100828,20110828
10308087,20150927,20160226
10308087,20150927,20160226
10308087,20150927,20160226
10879720,20141006,20150205
10295805,20100705,20111105
10295804,20100705,20111105
10295615,20120111,20130410
10295615,20120111,20130410
10521845,20120717,20130816
10298519,20110414,20120414
10298519,20110414,20120414
10298519,20110414,20120414
10621647,20121020,20131022
10621647,20121020,20131022
10294484,20111006,20120206
10324589,20120101,20130101
10158370,20150810,20150810
10158447,20150201,20160201
10167096,20110218,20110831
10311232,20110728,20111128
10146970,20150210,20160409
10146970,20150210,20160409
10854404,20140722,20141121
10310386,20120203,20130215
10310399,20110228,20110701
10310224,20110131,20120430
10358779,20130628,20131027
10299048,20110112,20120212
10299048,20110112,20120212
10299629,20120530,20120929
10299629,20120530,20120929
10299276,20110330,20120430
10299284,20110331,20120430
10300718,20110427,20120827
10300823,20150129,20160328
10300823,20150129,20160328
10300823,20150129,20160328
10295043,20160223,20170322
10295043,20160223,20170322
10295283,20100825,20120225
10815107,20140317,20140716
10296360,20130414,20140415
10296868,20110504,20110904
10846021,20140623,20141122
10296925,20110530,20110930
10296677,20110219,20110701
10296695,20110228,20110701
10296729,20120420,20130501
10293339,20100630,20110701
10293336,20111231,20130101
10930705,20150316,20160515
10930705,20150316,20160515
10283668,20110919,20121019
10283965,20111119,20111218
10285499,20100417,20110701
10293300,20100617,20110701
10280147,20100501,20111001
10108978,20110731,20111130
10283435,20110821,20111221
10484045,20120129,20120528
10283714,20110930,20120130
10282352,20110403,20120503
10282061,20150107,20160112
10282068,20110215,20110615
10282140,20110227,20110701
10282064,20110211,20110615
10282106,20110219,20110701
10280581,20131008,20140316
10280581,20131008,20140316
10280119,20121108,20121112
10184153,20120203,20130615
10169113,20110609,20120209
10112940,20130401,20130401
10540848,20141008,20141013
10605754,20120921,20130924
10168908,20140208,20150307
10168908,20140208,20150307
10168908,20140208,20150307
10299297,20111221,20130101
10299726,20111012,20120212
10691326,20130517,20130916
10691326,20130517,20130916
10299787,20120808,20130813
10235066,20110126,20120426
10235066,20110126,20120426
10235066,20110126,20120426
10584516,20120806,20130806
10867656,20141115,20151214
10867656,20141115,20151214
10867656,20141115,20151214
10295557,20140603,20150702
10295557,20140603,20150702
10295557,20140603,20150702
10295557,20140603,20150702
10295556,20140503,20150602
10295556,20140503,20150602
10295556,20140503,20150602
10954615,20150602,20160701
10295559,20151003,20161202
10295559,20151003,20161202
10295559,20151003,20161202
10295559,20151003,20161202
10298605,20100618,20110701
10298622,20100630,20110701
10299155,20110222,20110701
10298844,20101012,20111012
10300797,20100622,20110701
10296160,20120923,20131122
10296110,20110613,20120913
10294849,20101015,20111015
10087298,20120313,20130315
10171435,20120203,20130502
10171435,20120203,20130502
10344194,20110201,20120301
10171710,20120128,20120527
10171710,20120128,20120527
10171747,20110303,20120603
10171774,20100322,20110701
10416125,20120701,20121101
10171900,20140929,20151128
10171900,20140929,20151128
10171900,20140929,20151128
10171983,20110702,20121002
10705737,20130711,20131110
10117757,20110301,20110901
10117502,20110303,20120603
10286465,20110704,20111104
10286948,20120222,20120621
10286951,20111021,20120221
10286950,20111021,20120221
10282107,20110219,20110701
10282072,20110214,20110615
10282082,20110215,20110615
10282083,20110215,20110615
10182252,20111021,20120221
10182253,20111021,20120221
10182361,20111107,20120307
10279949,20131017,20141021
10286514,20110716,20120816
10905480,20150107,20150706
10905480,20150107,20150706
10905480,20150107,20150706
10905480,20150107,20150706
10149094,20110815,20120215
10897661,20151201,20160331
10149193,20110915,20120315
10579538,20120727,20120901
10579538,20120727,20120901
10149303,20110927,20120927
10148505,20100929,20110929
10149371,20111003,20120403
10148647,20101021,20111021
10149557,20111031,20120430
10158541,20141201,20141201
10158620,20101106,20120206
10158865,20150601,20160601
10159091,20140916,20151015
10159091,20140916,20151015
10159091,20140916,20151015
10159091,20140916,20151015
10349451,20111014,20130113
10349451,20111014,20130113
10300125,20120516,20130615
10299465,20110614,20111014
10140039,20110611,20111011
10519460,20120322,20130421
10519460,20120322,20130421
10674646,20130319,20130425
10295379,20140409,20150608
10849971,20140705,20141104
10891292,20150308,20150707
10891292,20150308,20150707
10891292,20150308,20150707
10891292,20150308,20150707
10891292,20150308,20150707
10891292,20150308,20150707
10891292,20150308,20150707
10296674,20131004,20141007
10297094,20121226,20130425
10297094,20121226,20130425
10298851,20101013,20111013
10298484,20120310,20130309
10298484,20120310,20130309
10298596,20100614,20110615
10298604,20100618,20110701
10298617,20100630,20110701
10298618,20100630,20110701
10456234,20111219,20120418
10517954,20120320,20120719
10294614,20111101,20120301
10296032,20100430,20110701
10295734,20100927,20120227
10295836,20100917,20120217
10295918,20110107,20120407
10772203,20131123,20140322
10297365,20120609,20121008
10297365,20120609,20121008
10295090,20130308,20140607
10278830,20111024,20121124
10294281,20110719,20111119
10268487,20110226,20110701
10268515,20110228,20110701
10270163,20121102,20150501
10268655,20121130,20150528
10277046,20090318,20100401
10771787,20140321,20150324
10411298,20110602,20111002
10411299,20110602,20111002
10269396,20110904,20120104
10453583,20111211,20120410
10281619,20121027,20130126
10283056,20110629,20111031
10281560,20101012,20111012
10281598,20101018,20111018
10138422,20120401,20120630
10138422,20120401,20120630
10138422,20120401,20120630
10138422,20120401,20120630
10298460,20120229,20120628
10052025,20110402,20120702
10286900,20111011,20120211
10451198,20111205,20121215
10300315,20101024,20111024
10283831,20111005,20120205
10286968,20111025,20120225
10109306,20111013,20120213
10644101,20121221,20140120
10295565,20100816,20120116
10295668,20110202,20120602
10295692,20101110,20111130
10783171,20140104,20140503
10783165,20140104,20140503
10296970,20110719,20120919
10297093,20110724,20111124
10297098,20110726,20111126
10297134,20110803,20111203
10298251,20131101,20141031
10298251,20131101,20141031
10298251,20131101,20141031
10298377,20101105,20120205
10592921,20120901,20130901
10599322,20131009,20141108
10599322,20131009,20141108
10599322,20131009,20141108
10295664,20110203,20120503
10277979,20110224,20110701
10903803,20150104,20150503
10768440,20131111,20140310
10159153,20100630,20110701
10159188,20110725,20121025
10159367,20141201,20141201
10159460,20141201,20141201
10159488,20101217,20120101
10159488,20101217,20120101
10159489,20141201,20141201
10931438,20150401,20160430
10931438,20150401,20160430
10931438,20150401,20160430
10132896,20110501,20110901
10133233,20151101,20161231
10133233,20151101,20161231
10133233,20151101,20161231
10133233,20151101,20161231
10696532,20130607,20140706
10292789,20120405,20130504
10292789,20120405,20130504
10286109,20110212,20110615
10286230,20110405,20120505
10112826,20120221,20120620
10112969,20140928,20151027
10112969,20140928,20151027
10112969,20140928,20151027
10112969,20140928,20151027
10112969,20140928,20151027
10112988,20120701,20120701
10113011,20120701,20120701
10113024,20120118,20120201
10077393,20110511,20110911
10281479,20100927,20110927
10281491,20100928,20111030
10697357,20130611,20131110
10281554,20130113,20140412
10281554,20130113,20140412
10281554,20130113,20140412
10281572,20111015,20130215
10281572,20111015,20130215
10282923,20111015,20120315
10286363,20110606,20111006
10286144,20110226,20110701
10281435,20100919,20110919
10281438,20110921,20120921
10281438,20110921,20120921
10281416,20100914,20110914
10281446,20100922,20110922
10281447,20100922,20110922
10281587,20111201,20130430
10155231,20100929,20110929
10120809,20130208,20140207
10164100,20140522,20150526
10155053,20100617,20110701
10155192,20100913,20110913
10300235,20130403,20140408
10300235,20130403,20140408
10411563,20110903,20121003
10299486,20110623,20111023
10400575,20100623,20110701
10118249,20100907,20110907
10286475,20110705,20111105
10116450,20131026,20141125
10116450,20131026,20141125
10125913,20110505,20110905
10284000,20111023,20120223
10284046,20111031,20130331
10283287,20110727,20111127
10283392,20110812,20120912
10285006,20110113,20120413
10558409,20120612,20130711
10282046,20110212,20110615
10282147,20110228,20120328
