Member Number,Current Plan Start Date,Current Plan End Date
10843060,20140611,20150710
10844350,20140701,20141031
10859522,20140818,20141217
10897515,20141202,20160101
10232084,20130123,20140222
10232084,20130123,20140222
10232084,20130123,20140222
10848598,20140701,20141031
10696885,20140709,20150808
10546289,20120515,20120614
10843394,20140612,20141011
10827591,20140424,20140823
10851235,20140709,20150808
10851227,20140709,20150808
10859246,20140806,20141205
10826626,20140422,20140821
10828436,20140428,20140827
10391588,20130619,20140718
10846375,20150801,20160831
10846396,20140624,20141223
10217322,20140801,20150930
10861891,20140819,20150918
10855996,20140728,20141127
10401096,20100630,20110701
10809453,20140301,20140630
10850661,20140707,20141106
10895171,20141124,20150323
10894996,20141123,20151222
10851367,20150710,20160809
10816875,20140324,20150423
10846959,20140626,20140725
10844103,20140616,20141015
10858653,20140805,20141204
10793374,20140130,20140529
10860152,20140811,20150910
10859860,20160110,20170209
10851300,20150809,20161108
10687755,20130502,20130901
10853747,20140721,20141120
10835440,20141017,20150216
10835440,20141017,20150216
10861567,20140816,20150915
10957310,20150925,20151112
10857826,20140901,20141231
10857827,20150201,20150731
10807441,20140228,20140627
10475717,20120119,20120215
10826396,20140421,20140820
10840260,20140609,20150908
10839744,20150708,20160907
10839787,20140601,20140930
10741420,20140201,20150228
10844545,20140617,20141016
10844548,20140617,20141016
10860464,20140818,20141217
10853183,20140717,20150816
10697286,20130611,20140710
10849174,20140707,20150806
10850410,20140707,20141106
10219101,20140101,20140101
10895469,20141125,20151201
10849522,20140703,20150802
10843149,20140611,20141010
10848089,20140630,20141029
10893213,20141119,20151218
10890248,20141104,20150503
10853508,20150826,20160925
10859972,20140813,20150912
10552409,20140801,20150831
10923707,20150223,20150622
10835873,20141104,20151110
10691711,20130520,20140619
10833234,20140512,20150611
10835795,20140520,20140919
10850799,20140708,20141107
10858746,20140805,20141204
10860187,20150911,20161110
10860190,20150911,20161110
10855744,20150512,20150827
10850782,20140714,20150813
10826154,20140420,20140519
10843017,20141016,20150215
10843017,20141016,20150215
10843022,20140616,20141015
10843013,20140616,20141015
10921397,20150216,20150615
10921397,20150216,20150615
10921397,20150216,20150615
10843016,20140616,20141015
10857882,20140803,20150902
10410032,20120628,20130627
10410032,20120628,20130627
10860033,20141210,20160109
10832839,20140911,20150110
10832839,20140911,20150110
10832936,20150610,20160709
10829660,20140501,20140831
10850514,20140707,20141106
10534635,20120421,20130520
10941525,20150419,20150818
10842561,20140610,20150809
10842932,20140930,20150710
10838780,20140601,20140930
10495571,20120214,20120312
10838704,20150622,20160721
10838712,20140530,20140929
10830665,20140502,20140905
10515186,20120314,20130315
10847824,20140630,20150729
10890532,20141201,20151201
10834397,20140515,20150614
10233760,20111107,20120307
10930985,20150316,20150715
10828062,20140430,20140829
10858412,20140804,20150903
10696454,20131006,20141007
10696454,20131006,20141007
10859733,20140808,20150907
10795277,20140127,20140226
10862379,20140819,20150218
10751887,20130930,20141029
10798365,20140202,20140601
10857128,20140805,20141129
10310325,20110218,20110701
10838885,20140707,20150707
10853851,20140721,20150820
10922347,20150220,20150619
10285702,20121003,20130202
10285702,20121003,20130202
10285702,20121003,20130202
10285702,20121003,20130202
10285702,20121003,20130202
10285702,20121003,20130202
10761939,20140625,20141024
10845350,20140620,20150719
10880279,20141007,20150206
10875373,20140927,20150126
10837991,20140528,20140927
10236561,20120701,20121101
10838505,20140529,20140928
10838519,20140612,20141011
10838508,20140612,20141011
10926658,20150302,20160401
10926658,20150302,20160401
10926658,20150302,20160401
10689526,20150101,20150101
10919329,20151009,20160208
10919329,20151009,20160208
10919329,20151009,20160208
10919329,20151009,20160208
10919329,20151009,20160208
10837957,20140625,20141024
10837961,20140625,20141024
10666133,20130227,20130626
10369259,20101013,20111013
10856765,20140730,20141129
10762400,20131026,20140325
10965584,20150714,20151113
10850254,20140724,20150806
10850319,20140801,20150831
10172731,20130209,20140208
10172731,20130209,20140208
10172731,20130209,20140208
10060543,20110822,20111222
10832156,20140507,20140906
10836958,20140524,20140923
10830833,20140503,20150602
10830893,20140503,20140902
10835244,20150721,20160820
10835266,20140519,20140918
10835310,20140519,20140918
10841522,20140609,20150708
10910917,20150201,20150301
10849608,20140703,20141102
10849646,20140703,20141102
10840319,20140602,20150701
10837187,20140526,20140925
10830426,20140501,20140831
10830508,20140501,20140831
10886697,20150628,20151127
10886697,20150628,20151127
10886697,20150628,20151127
10886697,20150628,20151127
10827856,20140425,20140824
10827858,20140425,20140824
10912057,20150121,20150720
10875699,20140928,20150427
10877525,20140930,20150329
10946747,20150505,20150904
10932083,20150320,20150719
10932083,20150320,20150719
10841145,20140605,20140704
10519161,20120322,20130401
10707285,20130717,20140722
10828474,20140501,20150531
10839580,20140606,20150705
10578837,20120725,20130924
10578837,20120725,20130924
10578837,20120725,20130924
10685168,20130425,20130824
10836426,20140522,20140921
10833413,20140512,20140911
10829510,20140430,20150529
10831518,20140507,20140612
10804138,20140217,20140616
10340529,20111005,20121105
10892469,20141112,20150311
10799165,20140203,20140602
10617454,20121010,20130309
10672461,20130311,20130710
10647559,20130105,20130504
10646689,20130503,20130902
10646689,20130503,20130902
10652013,20130114,20130513
10603345,20120917,20130116
10605945,20120921,20130120
10606704,20120924,20130223
10600419,20120910,20130109
10601483,20120912,20130111
10600401,20120910,20130109
10569994,20120801,20130801
10503643,20120227,20120626
10500723,20120223,20120622
10500732,20120223,20120622
10340495,20110930,20120330
10755962,20131008,20140207
10803298,20140214,20140613
10340549,20111007,20121107
10052461,20130418,20140517
10132185,20101011,20111011
10132186,20101011,20111011
10236864,20120701,20120701
10835703,20140520,20150719
10769777,20131114,20140513
10688387,20140106,20140505
10688387,20140106,20140505
10688387,20140106,20140505
10688387,20140106,20140505
10865604,20150430,20150829
10828131,20140427,20140826
10149336,20110930,20121130
10882282,20141013,20150412
10633805,20121118,20121217
10838098,20140602,20141001
10873686,20140923,20150322
10878723,20141002,20150401
10835749,20140923,20150222
10835771,20140920,20150119
10835771,20140920,20150119
10879554,20141007,20150206
10879554,20141007,20150206
10918146,20150204,20150603
10923750,20150228,20150627
10873958,20150329,20150928
10873958,20150329,20150928
10881426,20141010,20150409
10840863,20141004,20150203
10842107,20140614,20141013
10837485,20140529,20140928
10871067,20140915,20150114
10839281,20140531,20140929
10839318,20140601,20140930
10839326,20140601,20140930
10736409,20150821,20160824
10411914,20130816,20141215
10947714,20150525,20150924
10877276,20150430,20151229
10874931,20140925,20150324
10832475,20140508,20140907
10882286,20141013,20150412
10940149,20150501,20150831
10769071,20131112,20140311
10836582,20140523,20150622
10566838,20120629,20130701
10831944,20140605,20150609
10834915,20140601,20141130
10827397,20140428,20140827
10828820,20140428,20141027
10828873,20140428,20140827
10876994,20141006,20151006
10838331,20140529,20140928
10839666,20140531,20150629
10931389,20150331,20150501
10869573,20140910,20141015
10832227,20140508,20150507
10832255,20140508,20140907
10832247,20140508,20140907
10832253,20140508,20140907
10834323,20140515,20150614
10950055,20150519,20150918
10404144,20150609,20160808
10865273,20140829,20150928
10833881,20150101,20150101
10833931,20140514,20140913
10831989,20140507,20140906
10836326,20140601,20140701
10880059,20150206,20150705
10880059,20150206,20150705
10834630,20140516,20140915
10839146,20140530,20140929
10880126,20141007,20150213
10723554,20130317,20140318
10834135,20140515,20140614
10837849,20150629,20160727
10195285,20140527,20150726
10835560,20140520,20140619
10831816,20140506,20140905
10831139,20140506,20140905
10841447,20140606,20141205
10244057,20130526,20140625
10838301,20140529,20140928
10863269,20141223,20150422
10840229,20150506,20150611
10840229,20150506,20150611
10971350,20150731,20151129
10170937,20141013,20150212
10914461,20150213,20150612
10294168,20140601,20140601
10833029,20140511,20150610
10763154,20131029,20141128
10745348,20130916,20140115
10746890,20130919,20140118
10664557,20130214,20130613
10663822,20130212,20130611
10663825,20130212,20130611
10756560,20131009,20140408
10616525,20121009,20131108
10613815,20121003,20130202
10613815,20121003,20130202
10736462,20140915,20150914
10602338,20121001,20131001
10770740,20131118,20140517
10790525,20141017,20150416
10790525,20141017,20150416
10878353,20141001,20150530
10878353,20141001,20150530
10789225,20140115,20140614
10782207,20140102,20140701
10759324,20131021,20140420
10762253,20131108,20140307
10746841,20150318,20150917
10748010,20140923,20150322
10748010,20140923,20150322
10748010,20140923,20150322
10704713,20130708,20130807
10581483,20120731,20120830
10541941,20120504,20130515
10576047,20120719,20121118
10770063,20140418,20140817
10504891,20120228,20120326
10822209,20140405,20140804
10825073,20140415,20140814
10287247,20150809,20161008
10287247,20150809,20161008
10847534,20140628,20150727
10951600,20150601,20150930
10386831,20130708,20140807
10854762,20150401,20150731
10854762,20150401,20150731
10854762,20150401,20150731
10854762,20150401,20150731
10195560,20120512,20130711
10838842,20150630,20160729
10918102,20150204,20150603
10820955,20140401,20150430
10217174,20110219,20120319
10309293,20100630,20110701
10307843,20120110,20130115
10819911,20140331,20140730
10819922,20140331,20140730
10819943,20140331,20150429
10820238,20140331,20150429
10460951,20120101,20120430
10460953,20120101,20120430
10551330,20150801,20160801
10607230,20120924,20130123
10821777,20140404,20150403
10566927,20120701,20130701
10244087,20151006,20161205
10244087,20151006,20161205
10822646,20140407,20140806
10820671,20140401,20140731
10845831,20140623,20141022
10845838,20140624,20141023
10297632,20130601,20140531
10824637,20140414,20150513
10775361,20150102,20160201
10820670,20140401,20150331
10823691,20141027,20150509
10820027,20140331,20150429
10945968,20150502,20150901
10818574,20140728,20150728
10823552,20140409,20140808
10202297,20130328,20140427
10202297,20130328,20140427
10526764,20120402,20130415
10294774,20150603,20160702
10294774,20150603,20160702
10824408,20140826,20141001
10845094,20140619,20141018
10670418,20150201,20150201
10906053,20150108,20150507
10825005,20140414,20150513
10825266,20140415,20150514
10825259,20140415,20150514
10825314,20140815,20150815
10820332,20140331,20140730
10819748,20140331,20150429
10903284,20150102,20150501
10822493,20140407,20140906
10822520,20140407,20140506
10888501,20141104,20150403
10804844,20140219,20140618
10801833,20140210,20140709
10801838,20140610,20141015
10801850,20140210,20140809
10801859,20140210,20140309
10476760,20120120,20120519
10655407,20130523,20130922
10655407,20130523,20130922
10655407,20130523,20130922
10832998,20140511,20150610
10815652,20140320,20150331
10416289,20101129,20111129
10235589,20151016,20161215
10951687,20150527,20150926
10812016,20140308,20150407
10457665,20111222,20130101
10801615,20140210,20140609
10800277,20140303,20140402
10800277,20140303,20140402
10800322,20140206,20140605
10696065,20130605,20131004
10818180,20140326,20140825
10946744,20150505,20151004
10755589,20131007,20140206
10755589,20131007,20140206
10818182,20140326,20140825
10755591,20131007,20140206
10755591,20131007,20140206
10755591,20131007,20140206
10908128,20160213,20170312
10171772,20150815,20161114
10171772,20150815,20161114
10171772,20150815,20161114
10171772,20150815,20161114
10173166,20120127,20130201
10823917,20140410,20140809
10874927,20140925,20150124
10909593,20150123,20150522
10840506,20140603,20150702
